model,world,base,arm,view,tier_pred,expect_band,max_prob,mean_prob,top_cell,top_band,top_sector,band_hit,fired,n_fired,A1,A2,A3a,A3b,B1,B2,B3a,B3b,C1,C2,C3a,C3b,D1,D2,D3a,D3b,E1,E2,E3a,E3b
rgb_s42,gz_drop3,gz_drop3,hazard,preset_h0.9_d5,H,3a,0.008253,0.001251,B3b,3b,B,0,0,0,0.00142,0.000108,0.000297,0.00179,0.00116,0.00052,0.00116,0.008253,0.002228,0.001574,0.000294,0.000893,0.001629,0.000544,0.000194,0.000277,0.002071,0.00018,0.000106,0.000314
rgb_s42,gz_drop3,gz_drop3,hazard,rs_h0.125_d2,H,2,0.014867,0.003555,E3a,3a,E,0,0,0,0.000472,0.000553,0.009403,0.005059,3.6e-05,0.001766,0.008715,0.010542,6.2e-05,0.001532,0.000991,0.000732,3.3e-05,0.002311,0.010588,0.00094,0.000226,0.001154,0.014867,0.001112
rgb_s42,gz_drop3,gz_drop3,hazard,rs_h0.125_d5,H,3a,0.136211,0.02011,D3b,3b,D,0,0,0,0.000726,0.000135,0.001456,0.003014,0.000102,0.000912,0.010615,0.045185,0.0003,0.004286,0.009999,0.127784,0.000287,0.001656,0.028492,0.136211,0.001229,0.000722,0.007947,0.021137
rgb_s42,gz_drop3_ctrl,gz_drop3,ctrl,extra_h0.3_d1.2,ctrl,1,0.998073,0.552578,C3a,3a,C,0,1,11,0.024313,0.308505,0.984706,0.989095,0.001821,0.401716,0.995911,0.987628,0.000721,0.108455,0.998073,0.886952,0.000846,0.51785,0.92958,0.985965,0.004346,0.1549,0.800113,0.970071
rgb_s42,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.3_d10,ctrl,3b,0.638417,0.274732,C2,2,C,0,1,4,0.065168,0.174399,0.501475,0.560319,0.023759,0.313136,0.238443,0.171724,0.076941,0.638417,0.247701,0.119097,0.047468,0.361218,0.32291,0.216897,0.068032,0.275474,0.604466,0.467603
rgb_s42,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.3_d2,ctrl,2,0.992171,0.50332,A3a,3a,A,0,1,10,0.000823,0.177187,0.992171,0.89884,8e-06,0.211615,0.979552,0.976097,7e-06,0.026866,0.966598,0.962478,8e-06,0.159654,0.954705,0.986107,0.000154,0.083394,0.960419,0.729719
rgb_s42,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.3_d5,ctrl,3a,0.056084,0.007821,D3b,3b,D,0,0,0,0.000703,0.000164,0.003011,0.002438,6.7e-05,0.001079,0.007125,0.030504,0.000143,0.001298,0.001765,0.016974,0.000115,0.002438,0.009887,0.056084,0.000632,0.000704,0.007633,0.013652
rgb_s42,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.9_d10,ctrl,3b,0.336819,0.066025,B3b,3b,B,1,0,0,0.013568,0.031713,0.123328,0.267801,0.00477,0.062212,0.104508,0.336819,0.008589,0.086923,0.041258,0.049936,0.006131,0.043569,0.023513,0.022307,0.014641,0.022959,0.032668,0.023294
rgb_s42,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.9_d2,ctrl,2,0.992896,0.633226,A3a,3a,A,0,1,14,0.262737,0.552147,0.992896,0.922134,0.025862,0.690978,0.936705,0.969824,0.020848,0.454328,0.917964,0.972949,0.030347,0.611426,0.900193,0.957688,0.086832,0.633732,0.965019,0.759902
rgb_s42,gz_drop3_ctrl,gz_drop3,ctrl,preset_h0.9_d5,ctrl,3a,0.011057,0.001536,B3b,3b,B,0,0,0,0.001556,0.000134,0.000439,0.00285,0.001266,0.000601,0.001537,0.011057,0.002465,0.001733,0.000349,0.001011,0.001729,0.000594,0.000222,0.000281,0.00223,0.000196,0.00013,0.00033
rgb_s42,gz_drop3_ctrl,gz_drop3,ctrl,rs_h0.125_d2,ctrl,2,0.014869,0.003555,E3a,3a,E,0,0,0,0.000472,0.000553,0.009406,0.00506,3.6e-05,0.001767,0.008717,0.010543,6.2e-05,0.001533,0.000991,0.000732,3.3e-05,0.002312,0.010588,0.00094,0.000226,0.001154,0.014869,0.001111
rgb_s42,gz_drop3_ctrl,gz_drop3,ctrl,rs_h0.125_d5,ctrl,3a,0.132413,0.019321,D3b,3b,D,0,0,0,0.000728,0.000127,0.001381,0.002837,0.0001,0.000857,0.009848,0.04044,0.000303,0.004187,0.009981,0.123198,0.000289,0.001588,0.028502,0.132413,0.001252,0.000702,0.007675,0.020002
rgb_s42,gz_drop4,gz_drop4,hazard,extra_h0.3_d1.2,V,1,0.321597,0.034327,A3a,3a,A,0,0,0,2.6e-05,0.001211,0.321597,0.205234,4e-06,0.000412,0.086536,0.047002,5e-06,0.001794,0.00307,0.000294,3e-06,0.000333,0.004498,0.000673,1e-05,0.000695,0.009931,0.003207
rgb_s42,gz_drop4,gz_drop4,hazard,preset_h0.3_d10,E,3b,0.624835,0.269163,C2,2,C,0,1,4,0.052361,0.145586,0.418432,0.537256,0.020742,0.212853,0.157567,0.156336,0.071644,0.624835,0.337529,0.185388,0.043658,0.247998,0.324482,0.307391,0.066707,0.341805,0.603437,0.527243
rgb_s42,gz_drop4,gz_drop4,hazard,preset_h0.3_d2,V,2,0.112197,0.025135,E3a,3a,E,0,0,0,0.00183,0.005122,0.099799,0.02255,0.000152,0.007592,0.021992,0.02284,0.000224,0.010788,0.00471,0.010648,0.000178,0.01118,0.055216,0.064271,0.000574,0.011583,0.112197,0.039257
rgb_s42,gz_drop4,gz_drop4,hazard,preset_h0.3_d5,V,3a,0.005881,0.000916,B3b,3b,B,0,0,0,0.000274,2.2e-05,0.000219,0.000444,3.5e-05,0.000166,0.000775,0.005881,7.9e-05,0.000203,8e-05,0.001854,4.9e-05,0.000313,0.00107,0.00489,0.000289,0.000155,0.000348,0.001173
rgb_s42,gz_drop4,gz_drop4,hazard,preset_h0.9_d10,E,3b,0.281297,0.038168,B3b,3b,B,1,0,0,0.006996,0.011657,0.042191,0.214743,0.00276,0.023032,0.022299,0.281297,0.004847,0.034468,0.008895,0.044111,0.003306,0.013031,0.003623,0.013058,0.007451,0.009378,0.005567,0.010644
rgb_s42,gz_drop4,gz_drop4,hazard,preset_h0.9_d2,V,2,0.56001,0.233268,A3b,3b,A,0,1,3,0.04373,0.084322,0.373544,0.56001,0.012333,0.160886,0.31205,0.55094,0.027296,0.314577,0.296405,0.550572,0.028272,0.119201,0.240121,0.463783,0.045004,0.107527,0.151707,0.22308
rgb_s42,gz_drop4,gz_drop4,hazard,preset_h0.9_d5,V,3a,0.002835,0.000923,B3b,3b,B,0,0,0,0.001733,9.7e-05,0.000187,0.000816,0.001295,0.000328,0.000488,0.002835,0.002492,0.000693,9.8e-05,0.000898,0.001717,0.000373,0.000245,0.001071,0.001973,0.000212,0.000123,0.000788
rgb_s42,gz_drop4,gz_drop4,hazard,rs_h0.125_d2,V,2,0.020094,0.001565,B3b,3b,B,0,0,0,0.000595,7.2e-05,0.000197,0.003858,0.000217,0.00016,0.000552,0.020094,0.000509,0.000453,0.000148,0.002755,0.000213,9.9e-05,0.000165,0.000323,0.000532,0.00013,6e-05,0.000164
rgb_s42,gz_drop4,gz_drop4,hazard,rs_h0.125_d5,E,3a,0.293303,0.039826,D3b,3b,D,0,0,0,0.000374,8.2e-05,0.000964,0.001961,4.4e-05,0.000468,0.014443,0.069574,0.000111,0.002077,0.016118,0.289053,0.000123,0.001043,0.0656,0.293303,0.00066,0.000526,0.009136,0.030854
rgb_s42,gz_drop4_ctrl,gz_drop4,ctrl,extra_h0.3_d1.2,ctrl,1,2e-05,4e-06,A3b,3b,A,0,0,0,2e-06,0.0,9e-06,2e-05,1e-06,0.0,8e-06,2e-05,2e-06,1e-06,0.0,0.0,1e-06,0.0,3e-06,0.0,1e-06,1e-06,1e-06,1e-06
rgb_s42,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.3_d10,ctrl,3b,0.661026,0.290636,E3a,3a,E,0,1,4,0.066033,0.171488,0.478481,0.572718,0.026401,0.234308,0.182096,0.149357,0.093687,0.653387,0.333071,0.175788,0.055529,0.275104,0.356493,0.308579,0.082061,0.365064,0.661026,0.572046
rgb_s42,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.3_d2,ctrl,2,0.001874,0.000764,D3a,3a,D,0,0,0,0.000492,0.000261,0.001789,0.001776,7.1e-05,0.000433,0.001003,0.001465,0.000152,0.00092,0.000164,0.000431,6.8e-05,0.000497,0.001874,0.000747,0.000222,0.000587,0.001416,0.000918
rgb_s42,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.3_d5,ctrl,3a,0.00916,0.001188,B3b,3b,B,0,0,0,0.00034,3.2e-05,0.000342,0.000712,4.5e-05,0.000216,0.001111,0.00916,0.0001,0.000255,9.8e-05,0.002401,6.2e-05,0.00038,0.001144,0.005067,0.000362,0.000186,0.000445,0.001311
rgb_s42,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.9_d10,ctrl,3b,0.390812,0.07193,B3b,3b,B,1,0,0,0.014542,0.034428,0.138878,0.320532,0.005086,0.071141,0.08903,0.390812,0.009235,0.089582,0.033732,0.056197,0.006512,0.045614,0.01815,0.022765,0.01568,0.025338,0.030728,0.020615
rgb_s42,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.9_d2,ctrl,2,0.143694,0.035331,B3b,3b,B,0,0,0,0.013475,0.006278,0.021743,0.064384,0.003099,0.011653,0.038804,0.143694,0.007729,0.035862,0.026931,0.143361,0.00614,0.01168,0.032862,0.080087,0.012381,0.007389,0.015696,0.023376
rgb_s42,gz_drop4_ctrl,gz_drop4,ctrl,preset_h0.9_d5,ctrl,3a,0.005301,0.001883,C1,1,C,0,0,0,0.003407,0.000277,0.0007,0.001145,0.002571,0.001004,0.002304,0.003376,0.005301,0.002269,0.000464,0.000855,0.00362,0.001334,0.001248,0.001275,0.004174,0.000555,0.000548,0.001226
rgb_s42,gz_drop4_ctrl,gz_drop4,ctrl,rs_h0.125_d2,ctrl,2,0.014042,0.001124,B3b,3b,B,0,0,0,0.000481,5.5e-05,0.000151,0.00268,0.000173,0.000122,0.000534,0.014042,0.00041,0.000351,0.000138,0.00195,0.000164,7.8e-05,0.000173,0.000267,0.000422,0.000109,4.9e-05,0.000128
rgb_s42,gz_drop4_ctrl,gz_drop4,ctrl,rs_h0.125_d5,ctrl,3a,0.283849,0.038624,C3b,3b,C,0,0,0,0.000406,9.3e-05,0.001166,0.002508,4.7e-05,0.000501,0.017242,0.079558,0.000118,0.002156,0.017553,0.283849,0.00013,0.001077,0.069355,0.260791,0.00072,0.000532,0.009051,0.02562
rgb_s43,gz_drop1,gz_drop1,hazard,extra_h0.3_d1.2,V,1,0.107602,0.041167,C3b,3b,C,0,0,0,0.00757,0.01379,0.038741,0.074871,0.00565,0.015894,0.074569,0.083466,0.007177,0.012939,0.097827,0.107602,0.005809,0.013505,0.041316,0.083035,0.00606,0.008974,0.049733,0.07481
rgb_s43,gz_drop1,gz_drop1,hazard,preset_h0.3_d10,V,3b,0.059377,0.019098,C3b,3b,C,1,0,0,0.002169,0.003507,0.009521,0.046765,0.001782,0.004612,0.025864,0.041494,0.001784,0.004196,0.042459,0.059377,0.00203,0.003363,0.014844,0.056373,0.001683,0.002825,0.013092,0.044218
rgb_s43,gz_drop1,gz_drop1,hazard,preset_h0.3_d2,V,2,0.048626,0.016237,C3b,3b,C,0,0,0,0.0025,0.004376,0.010797,0.037285,0.001948,0.005194,0.025137,0.037319,0.002198,0.004561,0.036138,0.048626,0.001878,0.00388,0.011394,0.040279,0.002003,0.002983,0.013429,0.032813
rgb_s43,gz_drop1,gz_drop1,hazard,preset_h0.3_d5,V,3a,0.093006,0.028334,C3b,3b,C,0,0,0,0.002656,0.004194,0.013222,0.070092,0.002342,0.005439,0.038629,0.065953,0.002364,0.004597,0.065631,0.093006,0.002696,0.004345,0.022771,0.07833,0.002043,0.003066,0.019296,0.066
rgb_s43,gz_drop1,gz_drop1,hazard,preset_h0.9_d10,V,3b,0.362317,0.14176,C3b,3b,C,1,0,0,0.021977,0.05984,0.121173,0.22635,0.017976,0.084842,0.234662,0.242118,0.019265,0.067928,0.285945,0.362317,0.022023,0.066865,0.177165,0.276368,0.017803,0.04758,0.168384,0.314621
rgb_s43,gz_drop1,gz_drop1,hazard,preset_h0.9_d2,V,2,0.137939,0.044455,C3b,3b,C,0,0,0,0.007115,0.015004,0.037846,0.081799,0.005362,0.015126,0.064633,0.115749,0.00689,0.012905,0.088891,0.137939,0.005336,0.013957,0.04301,0.1102,0.00621,0.008992,0.037629,0.074512
rgb_s43,gz_drop1,gz_drop1,hazard,preset_h0.9_d5,V,3a,0.860172,0.42663,C3b,3b,C,0,1,8,0.062116,0.252431,0.485633,0.695998,0.071018,0.330593,0.624854,0.716248,0.069385,0.288327,0.722164,0.860172,0.102067,0.331068,0.598825,0.773431,0.058576,0.174705,0.48802,0.826974
