model,seed,run,stratum,frame_id,scene_id,tier,cell,cell_idx,sector,band,score,cam_pitch,cam_yaw,cam_hfov,cam_d,cell_int_px
rgb,42,rgb_s42,OFF,off/scene14/L7__s20260819__0005.png,scene14,off,A3a,10,A,3a,0.634195,-11.6875,3.1562,60.5808,4.4487,0
rgb,42,rgb_s42,OFF,off/scene14/L7__s20260819__0005.png,scene14,off,B3a,11,B,3a,0.55612,-11.6875,3.1562,60.5808,4.4487,0
rgb,42,rgb_s42,OFF,off/scene14/L7__s20260819__0005.png,scene14,off,C3a,12,C,3a,0.78011,-11.6875,3.1562,60.5808,4.4487,0
rgb,42,rgb_s42,OFF,off/scene14/L7__s20260819__0005.png,scene14,off,D3a,13,D,3a,0.544948,-11.6875,3.1562,60.5808,4.4487,0
rgb,42,rgb_s42,OFF,off/scene14/L7__s20260819__0005.png,scene14,off,A3b,15,A,3b,0.675931,-11.6875,3.1562,60.5808,4.4487,0
rgb,42,rgb_s42,OFF,off/scene14/L7__s20260819__0005.png,scene14,off,B3b,16,B,3b,0.690377,-11.6875,3.1562,60.5808,4.4487,0
rgb,42,rgb_s42,OFF,off/scene14/L7__s20260819__0005.png,scene14,off,C3b,17,C,3b,0.703464,-11.6875,3.1562,60.5808,4.4487,0
rgb,42,rgb_s42,OFF,off/scene14/L7__s20260819__0005.png,scene14,off,D3b,18,D,3b,0.585688,-11.6875,3.1562,60.5808,4.4487,0
rgb,42,rgb_s42,OFF,off/scene14/L7__s20260819__0007.png,scene14,off,C3b,17,C,3b,0.534036,-8.8174,0.2988,62.6318,4.9665,0
rgb,42,rgb_s42,OFF,off/scene15/L0__s20260819__0000.png,scene15,off,B3b,16,B,3b,0.577258,-6.6317,-4.2143,61.8616,9.9031,0
rgb,42,rgb_s42,OFF,off/scene15/L0__s20260819__0000.png,scene15,off,C3b,17,C,3b,0.626736,-6.6317,-4.2143,61.8616,9.9031,0
rgb,42,rgb_s42,OFF,off/scene15/L0__s20260819__0001.png,scene15,off,C3b,17,C,3b,0.513938,-7.5218,-9.2458,61.8359,1.858,0
rgb,42,rgb_s42,OFF,off/scene15/L0__s20260819__0002.png,scene15,off,C3b,17,C,3b,0.637202,-8.4908,3.1991,65.8023,4.6673,0
rgb,42,rgb_s42,OFF,off/scene15/L0__s20260819__0002.png,scene15,off,D3b,18,D,3b,0.728821,-8.4908,3.1991,65.8023,4.6673,0
rgb,42,rgb_s42,OFF,off/scene15/L0__s20260819__0003.png,scene15,off,B3b,16,B,3b,0.912806,-13.9162,-3.4361,63.7846,1.3693,0
rgb,42,rgb_s42,OFF,off/scene15/L0__s20260819__0003.png,scene15,off,C3b,17,C,3b,0.889658,-13.9162,-3.4361,63.7846,1.3693,0
rgb,42,rgb_s42,OFF,off/scene15/L0__s20260819__0005.png,scene15,off,B3a,11,B,3a,0.652087,-12.9205,6.4099,63.9932,3.0224,0
rgb,42,rgb_s42,OFF,off/scene15/L0__s20260819__0005.png,scene15,off,C3a,12,C,3a,0.723046,-12.9205,6.4099,63.9932,3.0224,0
rgb,42,rgb_s42,OFF,off/scene15/L0__s20260819__0005.png,scene15,off,B3b,16,B,3b,0.799305,-12.9205,6.4099,63.9932,3.0224,0
rgb,42,rgb_s42,OFF,off/scene15/L0__s20260819__0005.png,scene15,off,C3b,17,C,3b,0.880325,-12.9205,6.4099,63.9932,3.0224,0
rgb,42,rgb_s42,OFF,off/scene15/L0__s20260819__0005.png,scene15,off,D3b,18,D,3b,0.555948,-12.9205,6.4099,63.9932,3.0224,0
rgb,42,rgb_s42,OFF,off/scene15/L0__s20260819__0006.png,scene15,off,B3a,11,B,3a,0.752254,-9.1914,-18.2162,60.3765,2.2421,0
rgb,42,rgb_s42,OFF,off/scene15/L0__s20260819__0006.png,scene15,off,B3b,16,B,3b,0.880352,-9.1914,-18.2162,60.3765,2.2421,0
rgb,42,rgb_s42,OFF,off/scene15/L0__s20260819__0006.png,scene15,off,C3b,17,C,3b,0.797423,-9.1914,-18.2162,60.3765,2.2421,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0000.png,scene15,off,B3b,16,B,3b,0.600344,-6.6317,-4.2143,61.8616,9.9031,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0000.png,scene15,off,C3b,17,C,3b,0.504799,-6.6317,-4.2143,61.8616,9.9031,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0001.png,scene15,off,B3b,16,B,3b,0.896532,-7.5218,-9.2458,61.8359,1.858,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0001.png,scene15,off,C3b,17,C,3b,0.816657,-7.5218,-9.2458,61.8359,1.858,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0002.png,scene15,off,B3b,16,B,3b,0.750829,-8.4908,3.1991,65.8023,4.6673,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0002.png,scene15,off,C3b,17,C,3b,0.840487,-8.4908,3.1991,65.8023,4.6673,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0002.png,scene15,off,D3b,18,D,3b,0.772775,-8.4908,3.1991,65.8023,4.6673,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0003.png,scene15,off,B3a,11,B,3a,0.85404,-13.9162,-3.4361,63.7846,1.3693,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0003.png,scene15,off,C3a,12,C,3a,0.592838,-13.9162,-3.4361,63.7846,1.3693,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0003.png,scene15,off,B3b,16,B,3b,0.975307,-13.9162,-3.4361,63.7846,1.3693,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0003.png,scene15,off,C3b,17,C,3b,0.952546,-13.9162,-3.4361,63.7846,1.3693,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0004.png,scene15,off,B3b,16,B,3b,0.554072,-11.0394,5.5473,63.0915,5.5065,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0004.png,scene15,off,C3b,17,C,3b,0.633221,-11.0394,5.5473,63.0915,5.5065,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0005.png,scene15,off,B3a,11,B,3a,0.747036,-12.9205,6.4099,63.9932,3.0224,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0005.png,scene15,off,C3a,12,C,3a,0.879465,-12.9205,6.4099,63.9932,3.0224,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0005.png,scene15,off,B3b,16,B,3b,0.876959,-12.9205,6.4099,63.9932,3.0224,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0005.png,scene15,off,C3b,17,C,3b,0.95338,-12.9205,6.4099,63.9932,3.0224,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0005.png,scene15,off,D3b,18,D,3b,0.847887,-12.9205,6.4099,63.9932,3.0224,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0006.png,scene15,off,B3a,11,B,3a,0.715164,-9.1914,-18.2162,60.3765,2.2421,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0006.png,scene15,off,B3b,16,B,3b,0.892078,-9.1914,-18.2162,60.3765,2.2421,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0006.png,scene15,off,C3b,17,C,3b,0.801917,-9.1914,-18.2162,60.3765,2.2421,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0007.png,scene15,off,B3b,16,B,3b,0.657791,-15.2404,1.5985,63.4015,5.1525,0
rgb,42,rgb_s42,OFF,off/scene15/L4__s20260819__0007.png,scene15,off,C3b,17,C,3b,0.652465,-15.2404,1.5985,63.4015,5.1525,0
rgb,42,rgb_s42,OFF,off/scene15/L7__s20260819__0000.png,scene15,off,B3b,16,B,3b,0.539823,-6.6317,-4.2143,61.8616,9.9031,0
rgb,42,rgb_s42,OFF,off/scene15/L7__s20260819__0001.png,scene15,off,B3b,16,B,3b,0.911356,-7.5218,-9.2458,61.8359,1.858,0
rgb,42,rgb_s42,OFF,off/scene15/L7__s20260819__0001.png,scene15,off,C3b,17,C,3b,0.838805,-7.5218,-9.2458,61.8359,1.858,0
rgb,42,rgb_s42,OFF,off/scene15/L7__s20260819__0002.png,scene15,off,B3b,16,B,3b,0.677095,-8.4908,3.1991,65.8023,4.6673,0
rgb,42,rgb_s42,OFF,off/scene15/L7__s20260819__0002.png,scene15,off,C3b,17,C,3b,0.745317,-8.4908,3.1991,65.8023,4.6673,0
rgb,42,rgb_s42,OFF,off/scene15/L7__s20260819__0002.png,scene15,off,D3b,18,D,3b,0.597395,-8.4908,3.1991,65.8023,4.6673,0
rgb,42,rgb_s42,OFF,off/scene15/L7__s20260819__0003.png,scene15,off,B3b,16,B,3b,0.961112,-13.9162,-3.4361,63.7846,1.3693,0
rgb,42,rgb_s42,OFF,off/scene15/L7__s20260819__0003.png,scene15,off,C3b,17,C,3b,0.925977,-13.9162,-3.4361,63.7846,1.3693,0
rgb,42,rgb_s42,OFF,off/scene15/L7__s20260819__0004.png,scene15,off,B3b,16,B,3b,0.655343,-11.0394,5.5473,63.0915,5.5065,0
rgb,42,rgb_s42,OFF,off/scene15/L7__s20260819__0004.png,scene15,off,C3b,17,C,3b,0.700404,-11.0394,5.5473,63.0915,5.5065,0
rgb,42,rgb_s42,OFF,off/scene15/L7__s20260819__0005.png,scene15,off,B3a,11,B,3a,0.695384,-12.9205,6.4099,63.9932,3.0224,0
rgb,42,rgb_s42,OFF,off/scene15/L7__s20260819__0005.png,scene15,off,C3a,12,C,3a,0.685931,-12.9205,6.4099,63.9932,3.0224,0
rgb,42,rgb_s42,OFF,off/scene15/L7__s20260819__0005.png,scene15,off,B3b,16,B,3b,0.828631,-12.9205,6.4099,63.9932,3.0224,0
rgb,42,rgb_s42,OFF,off/scene15/L7__s20260819__0005.png,scene15,off,C3b,17,C,3b,0.889382,-12.9205,6.4099,63.9932,3.0224,0
rgb,42,rgb_s42,OFF,off/scene15/L7__s20260819__0005.png,scene15,off,D3b,18,D,3b,0.576212,-12.9205,6.4099,63.9932,3.0224,0
rgb,42,rgb_s42,OFF,off/scene15/L7__s20260819__0006.png,scene15,off,B3b,16,B,3b,0.798982,-9.1914,-18.2162,60.3765,2.2421,0
rgb,42,rgb_s42,OFF,off/scene15/L7__s20260819__0006.png,scene15,off,C3b,17,C,3b,0.579812,-9.1914,-18.2162,60.3765,2.2421,0
rgb,42,rgb_s42,OFF,off/scene15/L7__s20260819__0007.png,scene15,off,B3b,16,B,3b,0.668851,-15.2404,1.5985,63.4015,5.1525,0
rgb,42,rgb_s42,OFF,off/scene15/L7__s20260819__0007.png,scene15,off,C3b,17,C,3b,0.685224,-15.2404,1.5985,63.4015,5.1525,0
rgb,42,rgb_s42,OFF,off/scene15/L7__s20260819__0007.png,scene15,off,D3b,18,D,3b,0.505568,-15.2404,1.5985,63.4015,5.1525,0
rgb,42,rgb_s42,OFF,off/scene18/L5__s20260819__0002.png,scene18,off,A3a,10,A,3a,0.925677,-17.1516,-15.9889,62.3123,10.4512,0
rgb,42,rgb_s42,OFF,off/scene18/L5__s20260819__0002.png,scene18,off,B3a,11,B,3a,0.880887,-17.1516,-15.9889,62.3123,10.4512,0
rgb,42,rgb_s42,OFF,off/scene18/L5__s20260819__0002.png,scene18,off,C3a,12,C,3a,0.967749,-17.1516,-15.9889,62.3123,10.4512,0
rgb,42,rgb_s42,OFF,off/sceneC2/L2__s20260819__0004.png,sceneC2,off,C3a,12,C,3a,0.695114,-13.5389,11.6475,61.7574,2.2154,0
rgb,42,rgb_s42,OFF,off/sceneC2/L3__s20260819__0002.png,sceneC2,off,C3a,12,C,3a,0.654173,-11.6494,-2.9872,60.6739,8.321,0
rgb,42,rgb_s42,OFF,off/sceneC2/L3__s20260819__0004.png,sceneC2,off,C3a,12,C,3a,0.686258,-13.5389,11.6475,61.7574,2.2154,0
rgb,42,rgb_s42,OFF,off/sceneC2/L7__s20260819__0002.png,sceneC2,off,C3a,12,C,3a,0.694073,-11.6494,-2.9872,60.6739,8.321,0
rgb,42,rgb_s42,OFF,off/sceneC2/L7__s20260819__0002.png,sceneC2,off,D3a,13,D,3a,0.526986,-11.6494,-2.9872,60.6739,8.321,0
rgb,42,rgb_s42,OFF,off/sceneC2/L7__s20260819__0004.png,sceneC2,off,C3a,12,C,3a,0.646755,-13.5389,11.6475,61.7574,2.2154,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0000.png,sceneN3,off,C3a,12,C,3a,0.653497,-16.2467,-6.5053,60.6518,9.1828,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0000.png,sceneN3,off,B3b,16,B,3b,0.650344,-16.2467,-6.5053,60.6518,9.1828,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0000.png,sceneN3,off,C3b,17,C,3b,0.886002,-16.2467,-6.5053,60.6518,9.1828,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0000.png,sceneN3,off,D3b,18,D,3b,0.778048,-16.2467,-6.5053,60.6518,9.1828,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0001.png,sceneN3,off,C3a,12,C,3a,0.61074,-12.6534,1.5439,61.04,5.2884,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0001.png,sceneN3,off,B3b,16,B,3b,0.902514,-12.6534,1.5439,61.04,5.2884,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0001.png,sceneN3,off,C3b,17,C,3b,0.943116,-12.6534,1.5439,61.04,5.2884,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0001.png,sceneN3,off,D3b,18,D,3b,0.582677,-12.6534,1.5439,61.04,5.2884,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0002.png,sceneN3,off,B2,6,B,2,0.680348,-13.1516,1.5693,63.1068,1.7608,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0002.png,sceneN3,off,C2,7,C,2,0.782618,-13.1516,1.5693,63.1068,1.7608,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0002.png,sceneN3,off,D2,8,D,2,0.749586,-13.1516,1.5693,63.1068,1.7608,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0002.png,sceneN3,off,B3a,11,B,3a,0.574964,-13.1516,1.5693,63.1068,1.7608,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0002.png,sceneN3,off,C3a,12,C,3a,0.624388,-13.1516,1.5693,63.1068,1.7608,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0002.png,sceneN3,off,D3a,13,D,3a,0.503188,-13.1516,1.5693,63.1068,1.7608,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0002.png,sceneN3,off,B3b,16,B,3b,0.810283,-13.1516,1.5693,63.1068,1.7608,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0002.png,sceneN3,off,C3b,17,C,3b,0.89974,-13.1516,1.5693,63.1068,1.7608,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0002.png,sceneN3,off,D3b,18,D,3b,0.652726,-13.1516,1.5693,63.1068,1.7608,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0003.png,sceneN3,off,C3a,12,C,3a,0.64574,-9.3231,5.7221,62.1685,8.3724,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0003.png,sceneN3,off,B3b,16,B,3b,0.908856,-9.3231,5.7221,62.1685,8.3724,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0003.png,sceneN3,off,C3b,17,C,3b,0.941126,-9.3231,5.7221,62.1685,8.3724,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0004.png,sceneN3,off,B3a,11,B,3a,0.898164,-7.3546,-7.2186,63.4074,8.0992,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0004.png,sceneN3,off,C3a,12,C,3a,0.949997,-7.3546,-7.2186,63.4074,8.0992,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0004.png,sceneN3,off,B3b,16,B,3b,0.932046,-7.3546,-7.2186,63.4074,8.0992,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0004.png,sceneN3,off,C3b,17,C,3b,0.972244,-7.3546,-7.2186,63.4074,8.0992,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0004.png,sceneN3,off,D3b,18,D,3b,0.564265,-7.3546,-7.2186,63.4074,8.0992,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0005.png,sceneN3,off,A2,5,A,2,0.806394,-12.2129,-14.4798,63.1796,2.2677,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0005.png,sceneN3,off,B2,6,B,2,0.879794,-12.2129,-14.4798,63.1796,2.2677,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0005.png,sceneN3,off,C2,7,C,2,0.933428,-12.2129,-14.4798,63.1796,2.2677,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0005.png,sceneN3,off,D2,8,D,2,0.898131,-12.2129,-14.4798,63.1796,2.2677,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0005.png,sceneN3,off,E2,9,E,2,0.561298,-12.2129,-14.4798,63.1796,2.2677,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0005.png,sceneN3,off,B3a,11,B,3a,0.942398,-12.2129,-14.4798,63.1796,2.2677,0
rgb,42,rgb_s42,OFF,off/sceneN3/L0__s20260819__0005.png,sceneN3,off,C3a,12,C,3a,0.909652,-12.2129,-14.4798,63.1796,2.2677,0
