arm,frame_id,scene_id,band_round,toggle_state,tier,cell,cell_idx,n_px,n_px_ground,frame_lum_median,frame_lum_median_all,lum_mean,lum_median,lum_p10,lum_std,line_frac,grad_p90,lum_median_ground,line_frac_ground,cue_px_install,cue_px_ground,cue_px_shadow,cue_keys
A,base/on/sceneN9/L5__s20260823__0007.png,sceneN9,base,on,none_in_fov,B3b,16,1784,1190,76.795,76.382,32.3239,28.862,18.511,15.9234,0.0101,61.7472,28.976,0.0134,764,0,249,Sh:249|V:764
A,base/on/sceneN9/L5__s20260823__0007.png,sceneN9,base,on,none_in_fov,C3b,17,856,856,76.795,76.382,66.6544,64.567,59.051,8.1562,0.0,47.3922,64.567,0.0,0,0,0,
A,base/on/sceneN9/L5__s20260823__0007.png,sceneN9,base,on,none_in_fov,D3b,18,932,770,76.795,76.382,73.4269,66.752,35.1681,40.3873,0.029,246.2051,64.937,0.0351,162,12,0,Dr:12|Sg:162
A,base/on/sceneN9/L5__s20260823__0007.png,sceneN9,base,on,none_in_fov,E3b,19,1064,880,76.795,76.382,82.039,63.734,43.492,49.105,0.1053,209.9729,59.236,0.025,250,0,0,R:250
A,base/on/sceneN9/L7__s20260823__0000.png,sceneN9,base,on,none_in_fov,A1,0,0,0,123.46,117.346,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0000.png,sceneN9,base,on,none_in_fov,B1,1,0,0,123.46,117.346,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0000.png,sceneN9,base,on,none_in_fov,C1,2,0,0,123.46,117.346,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0000.png,sceneN9,base,on,none_in_fov,D1,3,0,0,123.46,117.346,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0000.png,sceneN9,base,on,none_in_fov,E1,4,0,0,123.46,117.346,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0000.png,sceneN9,base,on,none_in_fov,A2,5,10162,10161,123.46,117.346,105.4903,114.232,70.602,22.8062,0.0306,107.9685,114.232,0.0306,0,265,1,Jt:5|Sh:1|Tg:260
A,base/on/sceneN9/L7__s20260823__0000.png,sceneN9,base,on,none_in_fov,B2,6,9446,9446,123.46,117.346,129.4605,126.161,106.9385,19.0935,0.0565,130.711,126.161,0.0565,0,926,0,Jt:7|Mh:919
A,base/on/sceneN9/L7__s20260823__0000.png,sceneN9,base,on,none_in_fov,C2,7,9137,9137,123.46,117.346,142.5701,141.559,116.3718,22.822,0.0456,147.7039,141.559,0.0456,0,9,0,Jt:9
A,base/on/sceneN9/L7__s20260823__0000.png,sceneN9,base,on,none_in_fov,D2,8,9285,9285,123.46,117.346,147.1691,149.744,120.5052,22.1559,0.0502,155.2883,149.744,0.0502,0,11,0,Jt:11
A,base/on/sceneN9/L7__s20260823__0000.png,sceneN9,base,on,none_in_fov,E2,9,10219,9690,123.46,117.346,139.0065,144.602,91.228,32.9517,0.0485,165.0096,142.431,0.0512,652,17,0,Jt:17|V:652
A,base/on/sceneN9/L7__s20260823__0000.png,sceneN9,base,on,none_in_fov,A3a,10,6228,5304,123.46,117.346,68.073,72.716,31.061,25.1288,0.0014,45.0216,74.787,0.0006,1816,269,1,Sh:1|Tg:269|V:1816
A,base/on/sceneN9/L7__s20260823__0000.png,sceneN9,base,on,none_in_fov,B3a,11,3938,3938,123.46,117.346,112.7106,120.346,80.602,21.9986,0.002,80.5553,120.346,0.002,0,4,0,Jt:4
A,base/on/sceneN9/L7__s20260823__0000.png,sceneN9,base,on,none_in_fov,C3a,12,3705,3705,123.46,117.346,124.6097,126.047,108.716,11.0257,0.0,97.4565,126.047,0.0,0,6,0,Jt:6
A,base/on/sceneN9/L7__s20260823__0000.png,sceneN9,base,on,none_in_fov,D3a,13,5958,3984,123.46,117.346,110.1939,115.1945,75.924,27.1694,0.0002,104.1346,125.045,0.0003,2082,4,0,Jt:4|V:2082
A,base/on/sceneN9/L7__s20260823__0000.png,sceneN9,base,on,none_in_fov,E3a,14,14458,4540,123.46,117.346,124.4669,87.6665,57.645,64.0221,0.04,168.9186,82.63,0.1081,10875,5,0,Jt:5|Ta:664|V:10211
A,base/on/sceneN9/L7__s20260823__0000.png,sceneN9,base,on,none_in_fov,A3b,15,2200,1243,123.46,117.346,49.403,38.4985,30.474,20.2491,0.0,63.0261,32.648,0.0,1671,0,0,V:1671
A,base/on/sceneN9/L7__s20260823__0000.png,sceneN9,base,on,none_in_fov,B3b,16,3675,2559,123.46,117.346,72.2693,75.901,29.2312,34.3094,0.0136,173.4067,82.901,0.0031,470,147,948,Sh:948|Tg:147|V:470
A,base/on/sceneN9/L7__s20260823__0000.png,sceneN9,base,on,none_in_fov,C3b,17,2199,2199,123.46,117.346,129.3289,130.346,116.232,9.9039,0.0082,76.283,130.346,0.0082,0,15,0,Jt:3|Mh:12
A,base/on/sceneN9/L7__s20260823__0000.png,sceneN9,base,on,none_in_fov,D3b,18,2181,2181,123.46,117.346,115.4172,111.602,94.83,17.1414,0.0248,79.0366,111.602,0.0248,0,53,0,Jt:6|Mh:47
A,base/on/sceneN9/L7__s20260823__0000.png,sceneN9,base,on,none_in_fov,E3b,19,1173,1173,123.46,117.346,111.6279,111.602,93.531,13.4823,0.0153,50.1835,111.602,0.0153,0,0,0,
A,base/on/sceneN9/L7__s20260823__0001.png,sceneN9,base,on,none_in_fov,A1,0,0,0,117.46,110.232,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0001.png,sceneN9,base,on,none_in_fov,B1,1,0,0,117.46,110.232,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0001.png,sceneN9,base,on,none_in_fov,C1,2,0,0,117.46,110.232,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0001.png,sceneN9,base,on,none_in_fov,D1,3,0,0,117.46,110.232,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0001.png,sceneN9,base,on,none_in_fov,E1,4,0,0,117.46,110.232,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0001.png,sceneN9,base,on,none_in_fov,A2,5,8732,8732,117.46,110.232,110.0645,121.047,69.417,21.7821,0.0166,98.781,121.047,0.0166,0,0,0,
A,base/on/sceneN9/L7__s20260823__0001.png,sceneN9,base,on,none_in_fov,B2,6,8298,8298,117.46,110.232,120.3173,123.574,104.0743,10.4326,0.0046,102.7523,123.574,0.0046,0,0,0,
A,base/on/sceneN9/L7__s20260823__0001.png,sceneN9,base,on,none_in_fov,C2,7,8189,8189,117.46,110.232,125.9116,130.346,107.1148,11.4826,0.0082,122.674,130.346,0.0082,0,0,0,
A,base/on/sceneN9/L7__s20260823__0001.png,sceneN9,base,on,none_in_fov,D2,8,8417,8417,117.46,110.232,122.5537,126.46,105.9608,10.4915,0.0094,106.4535,126.46,0.0094,0,0,0,
A,base/on/sceneN9/L7__s20260823__0001.png,sceneN9,base,on,none_in_fov,E2,9,9008,9008,117.46,110.232,105.252,100.086,77.716,21.5445,0.0193,107.1857,100.086,0.0193,0,0,0,
A,base/on/sceneN9/L7__s20260823__0001.png,sceneN9,base,on,none_in_fov,A3a,10,5851,4861,117.46,110.232,57.875,65.417,27.588,20.133,0.0068,47.0058,66.015,0.0066,1232,64,393,Sh:393|Tg:64|V:1232
A,base/on/sceneN9/L7__s20260823__0001.png,sceneN9,base,on,none_in_fov,B3a,11,3704,3540,117.46,110.232,105.356,115.161,70.531,23.7383,0.0259,79.9067,115.46,0.0215,0,44,164,Mh:22|Sh:164|Tg:22
A,base/on/sceneN9/L7__s20260823__0001.png,sceneN9,base,on,none_in_fov,C3a,12,3296,3296,117.46,110.232,119.4496,121.346,104.83,9.4918,0.0036,89.4987,121.346,0.0036,0,11,0,Mh:11
A,base/on/sceneN9/L7__s20260823__0001.png,sceneN9,base,on,none_in_fov,D3a,13,4429,3583,117.46,110.232,106.8713,112.531,63.787,34.1342,0.0115,176.5743,110.346,0.0137,959,208,0,Dr:176|Jt:32|V:959
A,base/on/sceneN9/L7__s20260823__0001.png,sceneN9,base,on,none_in_fov,E3a,14,7851,4489,117.46,110.232,110.0449,104.787,68.901,36.6268,0.0238,249.3879,93.787,0.0009,3603,0,0,Sg:1432|V:2171
A,base/on/sceneN9/L7__s20260823__0001.png,sceneN9,base,on,none_in_fov,A3b,15,4693,1600,117.46,110.232,40.0935,35.028,16.236,19.611,0.0183,200.9362,32.588,0.0,1884,198,2217,Sh:2217|Tg:198|V:1884
A,base/on/sceneN9/L7__s20260823__0001.png,sceneN9,base,on,none_in_fov,B3b,16,2889,2136,117.46,110.232,72.5694,75.531,20.565,34.3399,0.0322,164.3261,79.83,0.0248,194,155,673,Mh:71|Sh:673|Tg:84|V:194
A,base/on/sceneN9/L7__s20260823__0001.png,sceneN9,base,on,none_in_fov,C3b,17,1906,1906,117.46,110.232,126.3258,126.46,112.4385,13.4894,0.0168,102.239,126.46,0.0168,0,39,0,Jt:11|Mh:28
A,base/on/sceneN9/L7__s20260823__0001.png,sceneN9,base,on,none_in_fov,D3b,18,7199,1949,117.46,110.232,118.3036,101.488,55.63,51.9105,0.0672,286.4887,101.901,0.1042,5550,5,0,Jt:5|Ta:119|V:5431
A,base/on/sceneN9/L7__s20260823__0001.png,sceneN9,base,on,none_in_fov,E3b,19,3753,1636,117.46,110.232,108.4463,101.015,62.374,36.2007,0.0858,200.1058,84.531,0.1565,2444,65,0,Rm:65|Ta:236|V:2208
A,base/on/sceneN9/L7__s20260823__0002.png,sceneN9,base,on,none_in_fov,A1,0,0,0,134.716,126.46,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0002.png,sceneN9,base,on,none_in_fov,B1,1,442,442,134.716,126.46,151.7328,156.6375,119.243,23.0626,0.0995,244.0017,156.6375,0.0995,0,0,0,
A,base/on/sceneN9/L7__s20260823__0002.png,sceneN9,base,on,none_in_fov,C1,2,738,738,134.716,126.46,137.4951,141.3815,115.1055,14.6888,0.0163,136.2409,141.3815,0.0163,0,0,0,
A,base/on/sceneN9/L7__s20260823__0002.png,sceneN9,base,on,none_in_fov,D1,3,451,451,134.716,126.46,144.3007,148.303,118.559,16.6017,0.0111,149.2451,148.303,0.0111,0,0,0,
A,base/on/sceneN9/L7__s20260823__0002.png,sceneN9,base,on,none_in_fov,E1,4,1,1,134.716,126.46,154.488,154.488,154.488,0.0,0.0,4.598,154.488,0.0,0,0,0,
A,base/on/sceneN9/L7__s20260823__0002.png,sceneN9,base,on,none_in_fov,A2,5,10512,10512,134.716,126.46,145.3881,152.488,101.0221,30.8823,0.1287,207.0571,152.488,0.1287,0,36,0,Jt:13|Tg:23
A,base/on/sceneN9/L7__s20260823__0002.png,sceneN9,base,on,none_in_fov,B2,6,9146,9146,134.716,126.46,145.6111,149.716,116.346,24.9828,0.0679,181.5808,149.716,0.0679,0,337,0,Jt:79|Mh:258
A,base/on/sceneN9/L7__s20260823__0002.png,sceneN9,base,on,none_in_fov,C2,7,8527,8527,134.716,126.46,141.741,142.417,116.673,19.8703,0.0273,159.7341,142.417,0.0273,0,75,0,Jt:75
A,base/on/sceneN9/L7__s20260823__0002.png,sceneN9,base,on,none_in_fov,D2,8,9136,9136,134.716,126.46,143.2598,144.787,120.5095,17.2921,0.0275,152.2574,144.787,0.0275,0,11,0,Jt:11
A,base/on/sceneN9/L7__s20260823__0002.png,sceneN9,base,on,none_in_fov,E2,9,12454,10625,134.716,126.46,129.8093,135.015,90.815,29.5766,0.0318,174.8888,137.303,0.0373,2169,795,0,Dr:795|V:2169
A,base/on/sceneN9/L7__s20260823__0002.png,sceneN9,base,on,none_in_fov,A3a,10,4087,3522,134.716,126.46,71.8928,78.2,32.762,25.8713,0.0095,72.6596,80.787,0.0006,816,335,210,Sh:210|Tg:335|V:816
A,base/on/sceneN9/L7__s20260823__0002.png,sceneN9,base,on,none_in_fov,B3a,11,2513,2513,134.716,126.46,113.9073,121.531,86.787,17.1328,0.0239,94.6727,121.531,0.0239,0,164,0,Mh:164
A,base/on/sceneN9/L7__s20260823__0002.png,sceneN9,base,on,none_in_fov,C3a,12,2398,2398,134.716,126.46,126.7338,128.531,109.417,11.6351,0.0,107.9524,128.531,0.0,0,0,0,
A,base/on/sceneN9/L7__s20260823__0002.png,sceneN9,base,on,none_in_fov,D3a,13,5885,2593,134.716,126.46,91.6488,83.417,53.365,35.1615,0.0432,137.6761,129.972,0.0563,3471,0,0,Ta:103|V:3368
A,base/on/sceneN9/L7__s20260823__0002.png,sceneN9,base,on,none_in_fov,E3a,14,12457,2773,134.716,126.46,150.9162,174.929,59.531,62.5427,0.0488,157.5853,88.598,0.1313,10623,0,0,Ta:626|V:9997
A,base/on/sceneN9/L7__s20260823__0002.png,sceneN9,base,on,none_in_fov,A3b,15,2510,1477,134.716,126.46,51.5649,37.762,32.588,22.8482,0.0016,88.5319,35.061,0.0,1920,0,24,Sh:24|V:1920
A,base/on/sceneN9/L7__s20260823__0002.png,sceneN9,base,on,none_in_fov,B3b,16,2490,1529,134.716,126.46,77.6042,84.602,19.06,41.0874,0.0237,250.0104,100.086,0.0033,74,72,946,Sh:946|Tg:72|V:74
A,base/on/sceneN9/L7__s20260823__0002.png,sceneN9,base,on,none_in_fov,C3b,17,1303,1303,134.716,126.46,132.2318,132.531,117.531,11.847,0.0138,78.1951,132.531,0.0138,0,28,0,Mh:28
A,base/on/sceneN9/L7__s20260823__0002.png,sceneN9,base,on,none_in_fov,D3b,18,1369,1369,134.716,126.46,127.5717,124.602,111.5792,14.2698,0.0037,71.3837,124.602,0.0037,0,0,0,
A,base/on/sceneN9/L7__s20260823__0002.png,sceneN9,base,on,none_in_fov,E3b,19,911,509,134.716,126.46,91.6237,100.015,40.858,32.878,0.0318,281.3084,110.901,0.055,452,0,0,V:452
A,base/on/sceneN9/L7__s20260823__0003.png,sceneN9,base,on,none_in_fov,A1,0,0,0,120.346,106.574,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0003.png,sceneN9,base,on,none_in_fov,B1,1,0,0,120.346,106.574,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0003.png,sceneN9,base,on,none_in_fov,C1,2,0,0,120.346,106.574,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0003.png,sceneN9,base,on,none_in_fov,D1,3,0,0,120.346,106.574,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0003.png,sceneN9,base,on,none_in_fov,E1,4,0,0,120.346,106.574,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0003.png,sceneN9,base,on,none_in_fov,A2,5,5856,5713,120.346,106.574,100.9013,108.232,71.602,22.8065,0.0096,106.7335,109.531,0.0051,0,50,143,Jt:5|Sh:143|Tg:45
A,base/on/sceneN9/L7__s20260823__0003.png,sceneN9,base,on,none_in_fov,B2,6,5731,5731,120.346,106.574,110.9194,122.047,73.286,20.8445,0.0283,128.8655,122.047,0.0283,0,1029,0,Jt:9|Mh:1020
A,base/on/sceneN9/L7__s20260823__0003.png,sceneN9,base,on,none_in_fov,C2,7,5657,5657,120.346,106.574,133.0092,135.417,110.3264,15.6289,0.008,141.6136,135.417,0.008,0,9,0,Jt:9
A,base/on/sceneN9/L7__s20260823__0003.png,sceneN9,base,on,none_in_fov,D2,8,5581,5581,120.346,106.574,148.6968,152.673,121.303,18.4286,0.0263,174.7692,152.673,0.0263,0,18,0,Jt:18
A,base/on/sceneN9/L7__s20260823__0003.png,sceneN9,base,on,none_in_fov,E2,9,9003,4908,120.346,106.574,113.05,98.161,80.6702,37.2357,0.0056,196.9937,89.043,0.0096,4427,9,0,Jt:9|V:4427
A,base/on/sceneN9/L7__s20260823__0003.png,sceneN9,base,on,none_in_fov,A3a,10,6828,5907,120.346,106.574,72.4522,79.2,30.648,25.4473,0.006,51.8771,81.901,0.0005,1171,251,337,Sh:337|Tg:251|V:1171
A,base/on/sceneN9/L7__s20260823__0003.png,sceneN9,base,on,none_in_fov,B3a,11,4441,4441,120.346,106.574,115.9637,121.346,89.673,14.5074,0.0,94.5427,121.346,0.0,0,5,0,Jt:5
A,base/on/sceneN9/L7__s20260823__0003.png,sceneN9,base,on,none_in_fov,C3a,12,4132,4132,120.346,106.574,132.201,132.303,113.83,14.5641,0.0,110.3237,132.303,0.0,0,5,0,Jt:5
A,base/on/sceneN9/L7__s20260823__0003.png,sceneN9,base,on,none_in_fov,D3a,13,8527,4481,120.346,106.574,100.3984,92.858,54.18,41.561,0.032,144.1724,138.673,0.0154,4260,10,0,Jt:10|Ta:105|V:4155
A,base/on/sceneN9/L7__s20260823__0003.png,sceneN9,base,on,none_in_fov,E3a,14,15313,4032,120.346,106.574,90.0374,79.929,42.9048,40.8829,0.0408,161.3757,80.141,0.0942,12407,9,0,Jt:9|Ta:873|V:11534
A,base/on/sceneN9/L7__s20260823__0003.png,sceneN9,base,on,none_in_fov,A3b,15,3299,1888,120.346,106.574,50.8769,39.26,29.5036,23.751,0.0045,75.3083,32.648,0.0,2239,2,168,Sh:168|Tg:2|V:2239
A,base/on/sceneN9/L7__s20260823__0003.png,sceneN9,base,on,none_in_fov,B3b,16,5383,2749,120.346,106.574,71.4419,74.901,18.337,41.8003,0.0197,303.9271,95.972,0.0036,185,144,2626,Jt:3|Sh:2626|Tg:141|V:185
A,base/on/sceneN9/L7__s20260823__0003.png,sceneN9,base,on,none_in_fov,C3b,17,2425,2425,120.346,106.574,140.7524,139.417,121.4214,15.2084,0.0202,80.4822,139.417,0.0202,0,49,0,Jt:3|Mh:46
A,base/on/sceneN9/L7__s20260823__0003.png,sceneN9,base,on,none_in_fov,D3b,18,2415,2415,120.346,106.574,134.6729,128.086,114.901,20.6023,0.0062,66.6574,128.086,0.0062,0,19,0,Jt:3|Mh:16
A,base/on/sceneN9/L7__s20260823__0003.png,sceneN9,base,on,none_in_fov,E3b,19,761,761,120.346,106.574,121.6592,120.787,112.972,8.3456,0.0026,45.0374,120.787,0.0026,0,0,0,
A,base/on/sceneN9/L7__s20260823__0004.png,sceneN9,base,on,none_in_fov,A1,0,0,0,138.417,119.83,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0004.png,sceneN9,base,on,none_in_fov,B1,1,0,0,138.417,119.83,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0004.png,sceneN9,base,on,none_in_fov,C1,2,0,0,138.417,119.83,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0004.png,sceneN9,base,on,none_in_fov,D1,3,0,0,138.417,119.83,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0004.png,sceneN9,base,on,none_in_fov,E1,4,0,0,138.417,119.83,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0004.png,sceneN9,base,on,none_in_fov,A2,5,7738,7738,138.417,119.83,109.2332,93.972,84.7741,28.0743,0.0162,118.4057,93.972,0.0162,0,12,0,Jt:12
A,base/on/sceneN9/L7__s20260823__0004.png,sceneN9,base,on,none_in_fov,B2,6,7592,7592,138.417,119.83,158.495,162.488,128.8371,19.5799,0.0389,175.0105,162.488,0.0389,0,18,0,Jt:18
A,base/on/sceneN9/L7__s20260823__0004.png,sceneN9,base,on,none_in_fov,C2,7,7596,7596,138.417,119.83,161.5979,165.673,133.2675,18.9998,0.0475,180.8911,165.673,0.0475,0,17,0,Jt:17
A,base/on/sceneN9/L7__s20260823__0004.png,sceneN9,base,on,none_in_fov,D2,8,7812,7812,138.417,119.83,156.9467,157.9365,130.232,20.1762,0.036,159.9515,157.9365,0.036,0,21,0,Jt:21
A,base/on/sceneN9/L7__s20260823__0004.png,sceneN9,base,on,none_in_fov,E2,9,8339,8339,138.417,119.83,142.1627,146.232,97.716,28.3859,0.0628,159.9618,146.232,0.0628,0,19,0,Jt:19
A,base/on/sceneN9/L7__s20260823__0004.png,sceneN9,base,on,none_in_fov,A3a,10,7282,5293,138.417,119.83,77.4577,80.787,30.235,30.7716,0.0,55.4715,81.787,0.0,1605,0,1198,Sh:1198|V:1605
A,base/on/sceneN9/L7__s20260823__0004.png,sceneN9,base,on,none_in_fov,B3a,11,3936,3936,138.417,119.83,130.6993,131.043,79.1075,31.746,0.0,101.1885,131.043,0.0,0,5,0,Jt:5
A,base/on/sceneN9/L7__s20260823__0004.png,sceneN9,base,on,none_in_fov,C3a,12,3695,3695,138.417,119.83,148.5879,149.417,130.901,14.2594,0.0,104.0184,149.417,0.0,0,6,0,Jt:6
A,base/on/sceneN9/L7__s20260823__0004.png,sceneN9,base,on,none_in_fov,D3a,13,3938,3938,138.417,119.83,138.9092,143.3245,97.1357,25.1179,0.0102,93.3099,143.3245,0.0102,0,141,0,Dr:133|Jt:8
A,base/on/sceneN9/L7__s20260823__0004.png,sceneN9,base,on,none_in_fov,E3a,14,6184,4941,138.417,119.83,101.8381,105.015,73.987,22.8978,0.0215,171.2359,107.015,0.0053,1321,6,0,Jt:6|Sg:1321
A,base/on/sceneN9/L7__s20260823__0004.png,sceneN9,base,on,none_in_fov,A3b,15,4085,1468,138.417,119.83,45.3135,36.614,18.81,24.6926,0.0201,219.2825,33.115,0.0,1704,132,1722,Sh:1722|Tg:132|V:1704
A,base/on/sceneN9/L7__s20260823__0004.png,sceneN9,base,on,none_in_fov,B3b,16,3721,2339,138.417,119.83,75.7978,81.488,19.75,38.0001,0.0223,270.0371,88.015,0.0124,73,208,1376,Mh:40|Sh:1376|Tg:168|V:73
A,base/on/sceneN9/L7__s20260823__0004.png,sceneN9,base,on,none_in_fov,C3b,17,2147,2147,138.417,119.83,150.4205,152.374,132.9406,17.1006,0.0191,81.1396,152.374,0.0191,0,65,0,Jt:4|Mh:61
A,base/on/sceneN9/L7__s20260823__0004.png,sceneN9,base,on,none_in_fov,D3b,18,6984,2290,138.417,119.83,99.8919,98.787,46.858,38.758,0.0594,239.9722,94.086,0.0799,5100,4,0,Jt:4|Ta:188|V:4912
A,base/on/sceneN9/L7__s20260823__0004.png,sceneN9,base,on,none_in_fov,E3b,19,3714,2113,138.417,119.83,111.3089,100.574,73.901,33.9993,0.0633,255.8645,95.303,0.0928,1755,71,0,Rm:71|Ta:78|V:1677
A,base/on/sceneN9/L7__s20260823__0005.png,sceneN9,base,on,none_in_fov,A1,0,0,0,159.602,140.303,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0005.png,sceneN9,base,on,none_in_fov,B1,1,0,0,159.602,140.303,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0005.png,sceneN9,base,on,none_in_fov,C1,2,0,0,159.602,140.303,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0005.png,sceneN9,base,on,none_in_fov,D1,3,0,0,159.602,140.303,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0005.png,sceneN9,base,on,none_in_fov,E1,4,0,0,159.602,140.303,,,,,,,,,0,0,0,
A,base/on/sceneN9/L7__s20260823__0005.png,sceneN9,base,on,none_in_fov,A2,5,9827,9827,159.602,140.303,214.7805,225.886,180.0,34.1637,0.0428,133.2031,225.886,0.0428,0,8,0,Jt:8
A,base/on/sceneN9/L7__s20260823__0005.png,sceneN9,base,on,none_in_fov,B2,6,8776,8776,159.602,140.303,190.1287,196.299,148.086,25.5639,0.1126,240.28,196.299,0.1126,0,29,0,Jt:29
A,base/on/sceneN9/L7__s20260823__0005.png,sceneN9,base,on,none_in_fov,C2,7,8248,8248,159.602,140.303,156.6361,157.972,126.0743,20.9112,0.0347,182.5588,157.972,0.0347,0,31,0,Jt:31
A,base/on/sceneN9/L7__s20260823__0005.png,sceneN9,base,on,none_in_fov,D2,8,8171,8171,159.602,140.303,150.6126,153.716,124.346,17.6378,0.0141,154.0689,153.716,0.0141,0,13,0,Jt:13
A,base/on/sceneN9/L7__s20260823__0005.png,sceneN9,base,on,none_in_fov,E2,9,8402,8402,159.602,140.303,148.692,148.7655,123.417,18.6797,0.014,132.3996,148.7655,0.014,0,0,0,
A,base/on/sceneN9/L7__s20260823__0005.png,sceneN9,base,on,none_in_fov,A3a,10,7379,4049,159.602,140.303,60.9675,47.374,29.833,39.0595,0.0108,78.8411,33.061,0.0002,4222,0,1254,Sh:1254|V:4222
A,base/on/sceneN9/L7__s20260823__0005.png,sceneN9,base,on,none_in_fov,B3a,11,3908,3019,159.602,140.303,123.7379,147.114,24.1178,62.2384,0.0264,165.4897,162.712,0.0275,82,121,869,Jt:2|Sh:869|Tg:119|V:82
A,base/on/sceneN9/L7__s20260823__0005.png,sceneN9,base,on,none_in_fov,C3a,12,2777,2777,159.602,140.303,176.8637,179.744,156.2872,14.7342,0.0068,138.9485,179.744,0.0068,0,35,0,Jt:6|Mh:29
A,base/on/sceneN9/L7__s20260823__0005.png,sceneN9,base,on,none_in_fov,D3a,13,2965,2965,159.602,140.303,159.7773,164.559,132.5164,18.2961,0.0,103.67,164.559,0.0,0,8,0,Jt:8
A,base/on/sceneN9/L7__s20260823__0005.png,sceneN9,base,on,none_in_fov,E3a,14,5634,3859,159.602,140.303,112.1815,104.531,66.6747,35.6166,0.0264,147.0159,106.858,0.0308,1984,155,0,Dr:144|Jt:11|V:1984
A,base/on/sceneN9/L7__s20260823__0005.png,sceneN9,base,on,none_in_fov,A3b,15,189,45,159.602,140.303,56.0608,56.523,10.6132,37.0058,0.1587,386.4404,80.602,0.4444,38,0,106,Sh:106|V:38
A,base/on/sceneN9/L7__s20260823__0005.png,sceneN9,base,on,none_in_fov,B3b,16,4490,1729,159.602,140.303,57.4798,41.6875,16.995,39.9412,0.0194,279.3716,52.94,0.011,1336,173,2183,Sh:2183|Tg:173|V:1336
A,base/on/sceneN9/L7__s20260823__0005.png,sceneN9,base,on,none_in_fov,C3b,17,1568,1559,159.602,140.303,161.4747,158.986,141.7853,18.3518,0.0026,100.9603,159.488,0.0026,0,76,9,Jt:3|Mh:73|Sh:9
A,base/on/sceneN9/L7__s20260823__0005.png,sceneN9,base,on,none_in_fov,D3b,18,3028,1729,159.602,140.303,116.587,129.157,59.408,44.1085,0.04,200.2771,146.972,0.0064,1354,9,0,Jt:9|Ta:7|V:1347
A,base/on/sceneN9/L7__s20260823__0005.png,sceneN9,base,on,none_in_fov,E3b,19,10719,1822,159.602,140.303,111.0152,89.602,49.664,56.9889,0.066,218.1312,106.1215,0.1273,9425,4,0,Jt:4|Ta:316|V:9109
A,base/on/sceneN9/L7__s20260823__0006.png,sceneN9,base,on,none_in_fov,A1,0,16273,16273,129.933,129.574,124.9888,130.161,104.933,15.1238,0.0616,132.2997,130.161,0.0616,0,30,0,Jt:30
A,base/on/sceneN9/L7__s20260823__0006.png,sceneN9,base,on,none_in_fov,B1,1,14607,14607,129.933,129.574,127.765,133.204,108.243,15.3041,0.052,134.8543,133.204,0.052,0,24,0,Jt:24
A,base/on/sceneN9/L7__s20260823__0006.png,sceneN9,base,on,none_in_fov,C1,2,14151,14151,129.933,129.574,127.8623,134.275,105.417,17.4422,0.0602,138.2647,134.275,0.0602,0,23,0,Jt:23
A,base/on/sceneN9/L7__s20260823__0006.png,sceneN9,base,on,none_in_fov,D1,3,14946,14946,129.933,129.574,127.0761,132.346,106.531,16.3703,0.0783,142.289,132.346,0.0783,0,28,0,Jt:28
A,base/on/sceneN9/L7__s20260823__0006.png,sceneN9,base,on,none_in_fov,E1,4,17013,17013,129.933,129.574,124.3638,129.46,103.9496,16.8071,0.0923,145.8292,129.46,0.0923,0,16,0,Jt:16
A,base/on/sceneN9/L7__s20260823__0006.png,sceneN9,base,on,none_in_fov,A2,5,4189,4189,129.933,129.574,119.0552,121.275,105.346,10.0375,0.0134,87.4671,121.275,0.0134,0,4,0,Jt:4
