model,seed,run,stratum,frame_id,scene_id,tier,cell,cell_idx,sector,band,score,cam_pitch,cam_yaw,cam_hfov,cam_d,cell_int_px
resnet50,42,resnet50_s42,OFF,off/scene14/L5__s20260819__0003.png,scene14,off,E3a,14,E,3a,0.972185,-3.2277,7.0829,62.9059,4.594,0
resnet50,42,resnet50_s42,OFF,off/scene14/L5__s20260819__0003.png,scene14,off,D3b,18,D,3b,0.507516,-3.2277,7.0829,62.9059,4.594,0
resnet50,42,resnet50_s42,OFF,off/scene14/L5__s20260819__0003.png,scene14,off,E3b,19,E,3b,0.737327,-3.2277,7.0829,62.9059,4.594,0
resnet50,42,resnet50_s42,OFF,off/scene14/L5__s20260819__0005.png,scene14,off,D2,8,D,2,0.720441,-11.6875,3.1562,60.5808,4.4487,0
resnet50,42,resnet50_s42,OFF,off/scene14/L5__s20260819__0005.png,scene14,off,E2,9,E,2,0.728001,-11.6875,3.1562,60.5808,4.4487,0
resnet50,42,resnet50_s42,OFF,off/scene14/L5__s20260819__0005.png,scene14,off,B3a,11,B,3a,0.632342,-11.6875,3.1562,60.5808,4.4487,0
resnet50,42,resnet50_s42,OFF,off/scene14/L5__s20260819__0005.png,scene14,off,C3a,12,C,3a,0.981139,-11.6875,3.1562,60.5808,4.4487,0
resnet50,42,resnet50_s42,OFF,off/scene14/L5__s20260819__0005.png,scene14,off,D3a,13,D,3a,0.981051,-11.6875,3.1562,60.5808,4.4487,0
resnet50,42,resnet50_s42,OFF,off/scene14/L5__s20260819__0005.png,scene14,off,E3a,14,E,3a,0.991279,-11.6875,3.1562,60.5808,4.4487,0
resnet50,42,resnet50_s42,OFF,off/scene14/L5__s20260819__0005.png,scene14,off,C3b,17,C,3b,0.819113,-11.6875,3.1562,60.5808,4.4487,0
resnet50,42,resnet50_s42,OFF,off/scene14/L5__s20260819__0005.png,scene14,off,D3b,18,D,3b,0.932524,-11.6875,3.1562,60.5808,4.4487,0
resnet50,42,resnet50_s42,OFF,off/scene14/L5__s20260819__0005.png,scene14,off,E3b,19,E,3b,0.90782,-11.6875,3.1562,60.5808,4.4487,0
resnet50,42,resnet50_s42,OFF,off/scene14/L5__s20260819__0006.png,scene14,off,A3a,10,A,3a,0.589531,-10.0252,-0.1653,61.7917,6.5633,0
resnet50,42,resnet50_s42,OFF,off/scene14/L7__s20260819__0002.png,scene14,off,E3a,14,E,3a,0.571787,-13.2604,4.4652,60.6011,1.3141,0
resnet50,42,resnet50_s42,OFF,off/scene14/L7__s20260819__0003.png,scene14,off,A3a,10,A,3a,0.765951,-3.2277,7.0829,62.9059,4.594,0
resnet50,42,resnet50_s42,OFF,off/scene14/L7__s20260819__0003.png,scene14,off,B3a,11,B,3a,0.679882,-3.2277,7.0829,62.9059,4.594,0
resnet50,42,resnet50_s42,OFF,off/scene14/L7__s20260819__0003.png,scene14,off,C3a,12,C,3a,0.744529,-3.2277,7.0829,62.9059,4.594,0
resnet50,42,resnet50_s42,OFF,off/scene14/L7__s20260819__0003.png,scene14,off,D3a,13,D,3a,0.826213,-3.2277,7.0829,62.9059,4.594,0
resnet50,42,resnet50_s42,OFF,off/scene14/L7__s20260819__0003.png,scene14,off,E3a,14,E,3a,0.964556,-3.2277,7.0829,62.9059,4.594,0
resnet50,42,resnet50_s42,OFF,off/scene14/L7__s20260819__0005.png,scene14,off,C3a,12,C,3a,0.626961,-11.6875,3.1562,60.5808,4.4487,0
resnet50,42,resnet50_s42,OFF,off/scene14/L7__s20260819__0005.png,scene14,off,E3a,14,E,3a,0.624464,-11.6875,3.1562,60.5808,4.4487,0
resnet50,42,resnet50_s42,OFF,off/scene15/L0__s20260819__0000.png,scene15,off,C3b,17,C,3b,0.778221,-6.6317,-4.2143,61.8616,9.9031,0
resnet50,42,resnet50_s42,OFF,off/scene15/L0__s20260819__0000.png,scene15,off,D3b,18,D,3b,0.783974,-6.6317,-4.2143,61.8616,9.9031,0
resnet50,42,resnet50_s42,OFF,off/scene15/L0__s20260819__0001.png,scene15,off,D3b,18,D,3b,0.763692,-7.5218,-9.2458,61.8359,1.858,0
resnet50,42,resnet50_s42,OFF,off/scene15/L0__s20260819__0006.png,scene15,off,B3b,16,B,3b,0.654286,-9.1914,-18.2162,60.3765,2.2421,0
resnet50,42,resnet50_s42,OFF,off/scene15/L4__s20260819__0000.png,scene15,off,C3b,17,C,3b,0.696217,-6.6317,-4.2143,61.8616,9.9031,0
resnet50,42,resnet50_s42,OFF,off/scene15/L4__s20260819__0000.png,scene15,off,D3b,18,D,3b,0.520435,-6.6317,-4.2143,61.8616,9.9031,0
resnet50,42,resnet50_s42,OFF,off/scene15/L7__s20260819__0006.png,scene15,off,B3b,16,B,3b,0.543689,-9.1914,-18.2162,60.3765,2.2421,0
resnet50,42,resnet50_s42,OFF,off/scene18/L0__s20260819__0000.png,scene18,off,B2,6,B,2,0.613206,-12.8838,-6.5844,62.7703,1.493,0
resnet50,42,resnet50_s42,OFF,off/scene18/L0__s20260819__0000.png,scene18,off,D2,8,D,2,0.652008,-12.8838,-6.5844,62.7703,1.493,0
resnet50,42,resnet50_s42,OFF,off/scene18/L0__s20260819__0000.png,scene18,off,A3a,10,A,3a,0.820703,-12.8838,-6.5844,62.7703,1.493,0
resnet50,42,resnet50_s42,OFF,off/scene18/L0__s20260819__0000.png,scene18,off,C3a,12,C,3a,0.556412,-12.8838,-6.5844,62.7703,1.493,0
resnet50,42,resnet50_s42,OFF,off/scene18/L0__s20260819__0000.png,scene18,off,E3a,14,E,3a,0.581222,-12.8838,-6.5844,62.7703,1.493,0
resnet50,42,resnet50_s42,OFF,off/scene18/L5__s20260819__0004.png,scene18,off,A3a,10,A,3a,0.803345,-2.8356,-7.7696,59.995,1.673,0
resnet50,42,resnet50_s42,OFF,off/scene18/L5__s20260819__0004.png,scene18,off,C3a,12,C,3a,0.758965,-2.8356,-7.7696,59.995,1.673,0
resnet50,42,resnet50_s42,OFF,off/scene18/L5__s20260819__0004.png,scene18,off,E3a,14,E,3a,0.752259,-2.8356,-7.7696,59.995,1.673,0
resnet50,42,resnet50_s42,OFF,off/scene18/L7__s20260819__0000.png,scene18,off,B2,6,B,2,0.695579,-12.8838,-6.5844,62.7703,1.493,0
resnet50,42,resnet50_s42,OFF,off/scene18/L7__s20260819__0000.png,scene18,off,D2,8,D,2,0.70006,-12.8838,-6.5844,62.7703,1.493,0
resnet50,42,resnet50_s42,OFF,off/scene18/L7__s20260819__0000.png,scene18,off,E2,9,E,2,0.574972,-12.8838,-6.5844,62.7703,1.493,0
resnet50,42,resnet50_s42,OFF,off/scene18/L7__s20260819__0000.png,scene18,off,A3a,10,A,3a,0.814758,-12.8838,-6.5844,62.7703,1.493,0
resnet50,42,resnet50_s42,OFF,off/scene18/L7__s20260819__0000.png,scene18,off,C3a,12,C,3a,0.525802,-12.8838,-6.5844,62.7703,1.493,0
resnet50,42,resnet50_s42,OFF,off/scene18/L7__s20260819__0000.png,scene18,off,E3a,14,E,3a,0.610437,-12.8838,-6.5844,62.7703,1.493,0
resnet50,42,resnet50_s42,OFF,off/sceneC2/L2__s20260819__0004.png,sceneC2,off,D2,8,D,2,0.582647,-13.5389,11.6475,61.7574,2.2154,0
resnet50,42,resnet50_s42,OFF,off/sceneC2/L2__s20260819__0004.png,sceneC2,off,C3a,12,C,3a,0.55482,-13.5389,11.6475,61.7574,2.2154,0
resnet50,42,resnet50_s42,OFF,off/sceneC2/L2__s20260819__0004.png,sceneC2,off,C3b,17,C,3b,0.77028,-13.5389,11.6475,61.7574,2.2154,0
resnet50,42,resnet50_s42,OFF,off/sceneC2/L2__s20260819__0005.png,sceneC2,off,B2,6,B,2,0.640468,-13.9053,-4.7076,63.4803,4.5522,0
resnet50,42,resnet50_s42,OFF,off/sceneC2/L2__s20260819__0005.png,sceneC2,off,C2,7,C,2,0.681447,-13.9053,-4.7076,63.4803,4.5522,0
resnet50,42,resnet50_s42,OFF,off/sceneC2/L2__s20260819__0005.png,sceneC2,off,D2,8,D,2,0.806833,-13.9053,-4.7076,63.4803,4.5522,0
resnet50,42,resnet50_s42,OFF,off/sceneC2/L2__s20260819__0005.png,sceneC2,off,E2,9,E,2,0.581418,-13.9053,-4.7076,63.4803,4.5522,0
resnet50,42,resnet50_s42,OFF,off/sceneC2/L3__s20260819__0002.png,sceneC2,off,C2,7,C,2,0.540549,-11.6494,-2.9872,60.6739,8.321,0
resnet50,42,resnet50_s42,OFF,off/sceneC2/L3__s20260819__0004.png,sceneC2,off,C3b,17,C,3b,0.522863,-13.5389,11.6475,61.7574,2.2154,0
resnet50,42,resnet50_s42,OFF,off/sceneC2/L3__s20260819__0005.png,sceneC2,off,B2,6,B,2,0.693758,-13.9053,-4.7076,63.4803,4.5522,0
resnet50,42,resnet50_s42,OFF,off/sceneC2/L3__s20260819__0005.png,sceneC2,off,C2,7,C,2,0.744569,-13.9053,-4.7076,63.4803,4.5522,0
resnet50,42,resnet50_s42,OFF,off/sceneC2/L3__s20260819__0005.png,sceneC2,off,D2,8,D,2,0.838647,-13.9053,-4.7076,63.4803,4.5522,0
resnet50,42,resnet50_s42,OFF,off/sceneC2/L3__s20260819__0005.png,sceneC2,off,E2,9,E,2,0.612522,-13.9053,-4.7076,63.4803,4.5522,0
resnet50,42,resnet50_s42,OFF,off/sceneC2/L3__s20260819__0005.png,sceneC2,off,C3b,17,C,3b,0.581621,-13.9053,-4.7076,63.4803,4.5522,0
resnet50,42,resnet50_s42,OFF,off/sceneC2/L7__s20260819__0002.png,sceneC2,off,C2,7,C,2,0.593398,-11.6494,-2.9872,60.6739,8.321,0
resnet50,42,resnet50_s42,OFF,off/sceneC2/L7__s20260819__0005.png,sceneC2,off,B2,6,B,2,0.9456,-13.9053,-4.7076,63.4803,4.5522,0
resnet50,42,resnet50_s42,OFF,off/sceneC2/L7__s20260819__0005.png,sceneC2,off,C2,7,C,2,0.957387,-13.9053,-4.7076,63.4803,4.5522,0
resnet50,42,resnet50_s42,OFF,off/sceneC2/L7__s20260819__0005.png,sceneC2,off,D2,8,D,2,0.963766,-13.9053,-4.7076,63.4803,4.5522,0
resnet50,42,resnet50_s42,OFF,off/sceneC2/L7__s20260819__0005.png,sceneC2,off,E2,9,E,2,0.81043,-13.9053,-4.7076,63.4803,4.5522,0
resnet50,42,resnet50_s42,OFF,off/sceneC2/L7__s20260819__0005.png,sceneC2,off,C3b,17,C,3b,0.895938,-13.9053,-4.7076,63.4803,4.5522,0
resnet50,42,resnet50_s42,OFF,off/sceneN3/L0__s20260819__0006.png,sceneN3,off,C3b,17,C,3b,0.655553,-7.7849,2.4667,60.503,4.7311,0
resnet50,42,resnet50_s42,OFF,off/sceneN3/L5__s20260819__0002.png,sceneN3,off,C3b,17,C,3b,0.617523,-13.1516,1.5693,63.1068,1.7608,0
resnet50,42,resnet50_s42,OFF,off/sceneN3/L5__s20260819__0003.png,sceneN3,off,C3b,17,C,3b,0.627336,-9.3231,5.7221,62.1685,8.3724,0
resnet50,42,resnet50_s42,OFF,off/sceneN3/L5__s20260819__0004.png,sceneN3,off,D2,8,D,2,0.582504,-7.3546,-7.2186,63.4074,8.0992,0
resnet50,42,resnet50_s42,OFF,off/sceneN3/L5__s20260819__0004.png,sceneN3,off,E2,9,E,2,0.566965,-7.3546,-7.2186,63.4074,8.0992,0
resnet50,42,resnet50_s42,OFF,off/sceneN3/L5__s20260819__0004.png,sceneN3,off,B3b,16,B,3b,0.621679,-7.3546,-7.2186,63.4074,8.0992,0
resnet50,42,resnet50_s42,OFF,off/sceneN3/L5__s20260819__0004.png,sceneN3,off,C3b,17,C,3b,0.959528,-7.3546,-7.2186,63.4074,8.0992,0
resnet50,42,resnet50_s42,OFF,off/sceneN3/L5__s20260819__0004.png,sceneN3,off,D3b,18,D,3b,0.839929,-7.3546,-7.2186,63.4074,8.0992,0
resnet50,42,resnet50_s42,OFF,off/sceneN3/L5__s20260819__0005.png,sceneN3,off,C3b,17,C,3b,0.612362,-12.2129,-14.4798,63.1796,2.2677,0
resnet50,42,resnet50_s42,OFF,off/sceneN3/L7__s20260819__0004.png,sceneN3,off,C3b,17,C,3b,0.632095,-7.3546,-7.2186,63.4074,8.0992,0
resnet50,42,resnet50_s42,OFF,off/scene14/L5__s20260820__0000.png::boost_h,scene14,off,D3b,18,D,3b,0.577779,-8.1284,3.311,58.9789,8.9228,0
resnet50,42,resnet50_s42,OFF,off/scene15/L7__s20260820__0005.png::boost_h,scene15,off,B3b,16,B,3b,0.544749,-5.4058,-7.3396,62.3314,9.8366,0
resnet50,42,resnet50_s42,OFF,off/scene15/L7__s20260820__0006.png::boost_h,scene15,off,D3b,18,D,3b,0.700342,-5.1828,6.8137,59.5209,6.9519,0
resnet50,42,resnet50_s42,OFF,off/scene05/L0__s20260820__0001.png::boost_e,scene05,off,C3a,12,C,3a,0.839041,-5.7189,0.3564,61.8831,9.8857,0
resnet50,42,resnet50_s42,OFF,off/scene05/L0__s20260820__0001.png::boost_e,scene05,off,B3b,16,B,3b,0.762586,-5.7189,0.3564,61.8831,9.8857,0
resnet50,42,resnet50_s42,OFF,off/scene05/L0__s20260820__0001.png::boost_e,scene05,off,C3b,17,C,3b,0.963721,-5.7189,0.3564,61.8831,9.8857,0
resnet50,42,resnet50_s42,OFF,off/scene05/L0__s20260820__0001.png::boost_e,scene05,off,D3b,18,D,3b,0.966533,-5.7189,0.3564,61.8831,9.8857,0
resnet50,42,resnet50_s42,OFF,off/scene05/L0__s20260820__0001.png::boost_e,scene05,off,E3b,19,E,3b,0.58872,-5.7189,0.3564,61.8831,9.8857,0
resnet50,42,resnet50_s42,OFF,off/scene05/L0__s20260820__0002.png::boost_e,scene05,off,B3a,11,B,3a,0.885298,-5.4996,-9.2457,63.6695,7.7708,0
resnet50,42,resnet50_s42,OFF,off/scene05/L0__s20260820__0002.png::boost_e,scene05,off,C3a,12,C,3a,0.709218,-5.4996,-9.2457,63.6695,7.7708,0
resnet50,42,resnet50_s42,OFF,off/scene05/L0__s20260820__0002.png::boost_e,scene05,off,B3b,16,B,3b,0.68915,-5.4996,-9.2457,63.6695,7.7708,0
resnet50,42,resnet50_s42,OFF,off/scene05/L0__s20260820__0002.png::boost_e,scene05,off,C3b,17,C,3b,0.603893,-5.4996,-9.2457,63.6695,7.7708,0
resnet50,42,resnet50_s42,OFF,off/scene05/L0__s20260820__0005.png::boost_e,scene05,off,B3b,16,B,3b,0.669563,-9.9958,-4.8864,61.371,6.2772,0
resnet50,42,resnet50_s42,OFF,off/scene05/L0__s20260820__0006.png::boost_e,scene05,off,B3b,16,B,3b,0.767418,-12.8982,-6.3539,61.1324,9.7574,0
resnet50,42,resnet50_s42,OFF,off/scene05/L0__s20260820__0006.png::boost_e,scene05,off,C3b,17,C,3b,0.856574,-12.8982,-6.3539,61.1324,9.7574,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0000.png::boost_e,scene05,off,A3b,15,A,3b,0.917636,-10.3105,7.3985,60.3309,7.0354,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0000.png::boost_e,scene05,off,B3b,16,B,3b,0.926734,-10.3105,7.3985,60.3309,7.0354,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0000.png::boost_e,scene05,off,C3b,17,C,3b,0.662923,-10.3105,7.3985,60.3309,7.0354,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0000.png::boost_e,scene05,off,D3b,18,D,3b,0.796686,-10.3105,7.3985,60.3309,7.0354,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0000.png::boost_e,scene05,off,E3b,19,E,3b,0.754714,-10.3105,7.3985,60.3309,7.0354,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0001.png::boost_e,scene05,off,C3a,12,C,3a,0.739851,-5.7189,0.3564,61.8831,9.8857,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0001.png::boost_e,scene05,off,A3b,15,A,3b,0.500416,-5.7189,0.3564,61.8831,9.8857,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0001.png::boost_e,scene05,off,B3b,16,B,3b,0.893293,-5.7189,0.3564,61.8831,9.8857,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0001.png::boost_e,scene05,off,C3b,17,C,3b,0.978841,-5.7189,0.3564,61.8831,9.8857,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0001.png::boost_e,scene05,off,D3b,18,D,3b,0.993532,-5.7189,0.3564,61.8831,9.8857,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0001.png::boost_e,scene05,off,E3b,19,E,3b,0.86471,-5.7189,0.3564,61.8831,9.8857,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0003.png::boost_e,scene05,off,B3b,16,B,3b,0.593905,-7.8027,0.1237,61.0834,6.3099,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0004.png::boost_e,scene05,off,B3b,16,B,3b,0.601494,-6.9904,-7.3983,63.483,6.1605,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0005.png::boost_e,scene05,off,B3b,16,B,3b,0.548874,-9.9958,-4.8864,61.371,6.2772,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0006.png::boost_e,scene05,off,A3b,15,A,3b,0.6753,-12.8982,-6.3539,61.1324,9.7574,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0006.png::boost_e,scene05,off,B3b,16,B,3b,0.98714,-12.8982,-6.3539,61.1324,9.7574,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0006.png::boost_e,scene05,off,C3b,17,C,3b,0.990946,-12.8982,-6.3539,61.1324,9.7574,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0006.png::boost_e,scene05,off,D3b,18,D,3b,0.536991,-12.8982,-6.3539,61.1324,9.7574,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0007.png::boost_e,scene05,off,A3b,15,A,3b,0.633561,-11.43,-6.2709,60.486,7.4493,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0007.png::boost_e,scene05,off,B3b,16,B,3b,0.932753,-11.43,-6.2709,60.486,7.4493,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0007.png::boost_e,scene05,off,C3b,17,C,3b,0.968482,-11.43,-6.2709,60.486,7.4493,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0007.png::boost_e,scene05,off,D3b,18,D,3b,0.92609,-11.43,-6.2709,60.486,7.4493,0
resnet50,42,resnet50_s42,OFF,off/scene05/L5__s20260820__0007.png::boost_e,scene05,off,E3b,19,E,3b,0.727668,-11.43,-6.2709,60.486,7.4493,0
